828,6565
845,5052
431,8494
553,2880
407,6569
528,6801
768,4092
295,9854
891,2886
693,7339
595,3711
323,2334
746,1837
982,2282
509,7227
642,5592
48,1058
793,7918
516,9896
488,2801
446,5794
126,9896
381,7049
125,7775
280,9262
323,5195
886,7775
310,3691
31,7724
908,2181
683,1294
912,1740
837,6209
986,3024
916,4442
557,7977
905,1427
596,1967
203,1107
362,9165
800,6567
159,4668
164,6321
533,1937
278,3230
443,7846
446,2409
855,3345
556,5195
273,8420
535,8616
860,7226
530,3390
262,2156
255,5967
585,2218
71,4831
689,2160
340,8254
831,6054
262,9896
83,8315
923,3258
530,6597
315,1532
716,9176
43,1699
885,1181
55,1142
493,7369
261,2842
783,3708
809,7071
461,6406
858,3622
352,4957
13,1675
457,9769
208,3978
232,3287
792,9607
953,9560
903,7732
630,7052
334,5031
281,3087
987,5008
611,3674
198,8292
292,1423
256,2106
446,7750
268,9293
39,3562
305,2462
827,6718
704,4420
866,4414
665,1894
709,5884
517,2382
453,3591
654,8305
17,9985
914,2394
100,9028
708,6387
67,8703
84,7971
487,2667
987,6207
987,3179
604,5165
754,8703
285,9130
960,1630
597,4949
805,4703
180,7994
266,1987
460,2632
876,9131
123,3082
59,2832
614,1667
834,3818
451,1707
813,8305
367,4380
557,8903
650,7328
365,8354
478,3602
152,2801
303,5116
295,7932
444,5092
368,2869
557,3717
47,1562
892,4565
688,5421
145,9772
662,8578
638,1956
605,2825
976,6511
124,6588
17,4592
728,4525
107,5878
669,2273
672,1684
173,4393
204,2613
46,1152
554,5569
315,5595
851,3940
553,2282
498,3254
475,8526
525,6610
906,2075
354,9569
123,5962
982,7211
951,9188
511,8152
369,2188
697,7251
349,4081
407,1110
647,4041
344,3230
514,5116
1,5394
71,5523
441,7793
845,5163
851,2253
679,4303
874,2006
648,8314
429,7713
839,9585
718,1614
923,3708
31,6681
928,6137
648,9662
245,2277
963,6988
538,6681
973,6641
824,4577
315,8449
216,3850
246,4269
600,9563
274,9347
328,2365
24,5380
954,2776
949,6915
107,6230
431,9607
871,8166
152,8338
701,1192
641,4577
796,6065
62,7022
345,8225
849,5062
640,5144
882,8155
336,3978
684,7150
974,2396
765,4959
346,1920
137,6387
908,4488
961,1667
279,5423
29,4125
424,8150
619,4186
198,5202
215,7918
434,1513
315,8022
719,2324
861,2162
860,4803
619,7640
70,4552
245,7302
377,9672
435,7446
123,2990
30,2221
3,3131
632,2008
158,6692
893,9850
987,6187
553,6819
102,7985
292,9170
417,1408
138,8114
347,7793
1000,5326
989,5879
372,1776
826,1711
319,9789
570,7985
863,7800
415,5097
670,8938
54,1086
41,5413
106,6809
940,2917
908,1531
670,6341
800,4684
46,7974
572,4128
495,5985
385,4012
997,2139
113,2777
175,2776
895,4626
656,6578
88,1326
801,1093
387,4404
441,5202
900,3603
453,4298
603,6901
835,3077
527,1613
5,7647
307,6461
760,3866
113,6787
658,8339
394,5325
118,7840
63,6352
429,8681
160,1740
705,6143
663,5730
846,6977
277,8315
666,4862
123,5494
9,9520
577,1649
430,3850
869,5127
594,4269
760,3343
517,1705
529,1359
672,5606
670,9350
666,3249
710,1950
459,2014
25,9928
818,6455
862,2780
405,6258
363,4018
288,2825
232,3010
742,4133
849,5159
393,4606
91,1677
679,3554
171,7936
93,1922
143,7031
570,5461
334,2439
898,8932
751,5641
386,9177
63,3622
965,8971
467,2962
181,7066
847,2443
168,8703
67,3732
421,4956
278,6108
50,4112
21,7979
144,2357
215,9609
14,2409
381,3425
709,3902
693,5127
661,1822
442,2324
762,2452
444,6666
969,4738
467,3327
887,1608
976,1686
738,1609
828,6345
172,6567
282,2585
279,1772
904,6757
729,6247
752,1500
14,2693
307,9009
188,8276
578,3249
354,7960
403,5808
421,1543
226,3167
786,7932
823,5660
78,6666
290,5311
132,4442
169,6455
688,2900
629,8199
27,4882
571,1696
609,5237
951,5326
821,1075
828,3471
98,6482
707,3482
835,2443
740,3228
18,8896
691,3683
620,8765
457,7334
176,3532
461,6482
898,2914
577,2006
274,2106
498,9170
115,6819
600,9479
143,3921
928,5421
352,9352
872,5494
647,2502
598,8940
184,2922
616,6921
112,2334
650,1192
281,6886
996,4525
186,7052
423,1609
507,5812
941,7706
979,3087
381,4627
722,7632
400,4713
497,9350
816,2282
240,4633
996,3257
795,5868
68,9600
622,4055
907,7988
141,1040
498,9222
653,5962
825,5212
104,2973
220,2312
564,3674
943,3542
319,8818
151,5160
110,1531
245,4442
870,3562
563,6783
393,7667
126,6903
67,3037
667,9928
93,6570
512,3011
336,9071
757,2586
935,3402
308,9632
872,1673
124,3216
617,3795
207,7444
325,5812
83,7830
536,1217
819,4471
631,9789
159,6913
217,9887
376,2554
892,6124
37,3013
27,5159
661,6655
97,9339
783,9130
399,5735
900,2521
985,2574
713,6207
79,3111
586,5525
571,8482
333,6272
62,5595
361,6573
383,1582
111,5756
651,6976
999,3825
543,4957
254,4494
926,9677
292,3589
524,5569
342,6839
156,1550
99,1617
27,4451
745,4462
543,5990
601,2201
696,1191
605,5190
320,5946
363,9493
494,2021
549,2886
378,1883
380,5606
506,5402
981,4562
930,6841
685,4873
455,1081
566,3639
963,1523
282,3927
558,6163
826,4355
43,9850
481,9214
335,2806
863,3413
616,2077
426,3670
251,5882
51,4422
280,5234
124,1117
572,1494
647,5388
745,1788
187,7368
857,6441
168,1956
367,2057
422,9793
713,5946
952,6387
898,7418
6,6022
16,1883
924,1261
95,2360
711,6662
727,6570
613,5967
927,5156
544,6232
757,5276
592,5380
157,1774
953,4393
628,8503
864,7069
142,9850
711,9679
664,8166
488,4358
812,3365
171,4355
365,5144
211,2187
453,5461
561,9033
656,6584
915,4699
Flight_ID,Pilot__ID
501,9099
21,5144
896,7571
83,7498
447,3622
735,4867
27,1919
726,2282
520,4668
961,7793
324,4285
722,2047
897,3978
473,6921
837,2139
47,7639
245,2618
710,2533
477,8498
20,1039
709,7840
310,9262
729,3918
557,7800
897,5947
395,7354
122,1409
577,2898
129,4133
349,3937
344,6942
602,7489
531,5570
945,2813
287,5501
340,3573
153,5256
60,5496
17,8117
370,4341
123,6455
110,9311
224,8938
875,8984
779,2131
254,5570
433,9093
761,6204
250,3674
161,6106
705,1929
540,5097
988,8259
400,1494
329,1429
831,1613
233,6638
368,4380
752,6878
959,8155
297,7786
630,1114
455,3271
13,1081
54,3504
775,5325
653,6841
946,3803
410,9475
476,7933
440,6636
328,1246
223,6318
175,5876
982,3674
916,1920
157,5886
928,7800
229,2654
911,4163
726,4714
90,8297
916,4296
310,2632
801,5588
109,8917
398,2162
541,3257
72,4362
285,5160
158,4213
49,7383
722,9342
466,6022
874,1374
234,1521
258,8595
35,5547
61,1291
218,6872
910,4557
318,8417
294,2139
343,5706
652,1172
757,6841
78,9090
627,2125
152,7857
57,6289
552,8114
502,2324
684,3921
936,8522
352,1064
240,6352
883,5624
787,7974
647,6038
275,8733
136,4328
607,5052
655,9797
843,7580
473,6565
997,8235
475,5195
786,2504
763,2538
689,8738
990,6029
300,3228
224,5862
206,2578
317,7288
860,9368
948,6588
32,6038
927,1040
191,2574
539,1699
680,8581
824,1117
673,3102
34,5810
731,2282
47,9755
943,1667
898,7690
624,5494
628,7013
404,2426
617,3818
475,3030
738,9497
941,4955
390,5962
446,9182
26,9681
752,3365
309,5421
196,6230
23,2432
208,1894
344,5161
174,7956
656,4269
341,1772
657,5984
644,1939
442,4737
682,6576
898,4948
923,9131
468,1527
827,2985
969,4570
18,5097
663,1358
680,2800
546,4951
333,3077
848,1975
68,7461
607,8176
480,2031
347,9350
340,8354
553,4286
198,2881
51,3796
759,8494
200,6289
613,6567
670,5876
171,2408
868,4606
800,9269
861,9252
547,4579
858,8926
605,9130
436,4638
276,1141
350,1858
900,7210
899,7034
544,7985
813,1438
890,5990
624,2646
849,4321
92,8166
577,2613
176,2800
988,1572
983,2985
184,6511
708,9732
525,7786
22,7489
706,1032
822,6061
51,8733
130,2213
694,1864
203,1975
331,5160
239,9269
311,9040
694,3940
66,4875
952,8972
110,6633
755,1942
805,5665
234,5234
481,1358
741,7732
749,1776
298,7226
97,2809
180,1929
83,3131
160,6341
782,1046
750,6045
62,3537
250,4815
927,5116
108,3949
814,2512
23,6397
344,9877
619,8132
380,9362
584,1942
280,1030
281,8361
737,5027
204,6891
208,8594
81,2990
700,6582
132,6053
608,8725
822,1102
586,1081
38,4606
631,2813
368,3674
96,7135
561,5882
725,8373
285,8765
614,6901
925,9199
159,2873
637,8064
181,8809
738,3080
21,6976
176,7647
105,3504
852,8494
646,5276
867,7032
34,9500
620,4579
491,2610
228,3228
196,1291
27,6567
845,1532
745,2479
214,7145
118,6891
994,6610
672,1376
82,6903
395,3674
120,6207
322,4815
617,1649
963,6354
539,5990
509,6977
343,2914
596,3637
24,2324
733,4112
574,3118
912,6519
27,8002
62,7334
396,7369
347,1330
88,1141
431,1102
372,3898
395,7748
499,8971
936,6865
335,4577
803,9402
499,2334
8,3717
55,8079
565,6560
579,8703
943,9327
385,2977
140,2394
759,3989
294,7816
569,3868
944,8940
512,5660
878,2907
833,7369
261,2291
135,7044
542,8022
337,2960
873,4972
391,3637
290,7706
998,8960
434,6007
362,1566
750,8654
791,6839
672,6901
232,6587
970,6956
205,5684
353,4054
551,3573
815,4504
241,6559
962,5706
727,7724
321,9683
992,3116
731,8373
192,4949
203,3871
491,3637
177,8193
666,1247
361,1357
624,6223
780,6655
248,7840
63,4627
894,2865
633,6937
766,3100
549,9797
496,9798
184,2792
455,3413
863,8575
565,7719
779,9226
455,2041
516,3405
67,8629
25,7106
377,1192
207,6754
997,3838
60,2187
745,9007
441,5520
996,4066
978,5794
447,4851
619,2125
892,8338
447,6560
497,8297
512,1705
629,8513
993,6891
266,5595
90,4968
181,9214
414,4798
496,2317
980,6441
722,5311
669,4668
731,7823
560,8002
8,6490
289,2424
102,3670
604,2780
871,6266
595,7777
112,4055
813,2658
464,3273
426,8508
651,6343
236,4442
782,6569
658,9108
769,9809
591,3718
518,4410
111,7718
801,7793
115,1776
202,4003
229,8765
16,8519
81,6102
245,3048
666,4038
836,7571
981,2599
289,5592
547,4113
736,5624
211,3118
96,8315
199,8496
145,2869
190,6124
268,9692
194,1630
784,1523
699,9475
401,3921
518,9987
820,8090
387,3646
724,1630
479,9199
936,9009
322,7145
117,3317
963,3622
478,1309
660,3317
69,2334
323,4362
408,6813
228,9835
114,8002
909,1499
258,9347
588,6841
576,5834
344,4957
48,9204
886,5722
689,8064
527,8681
161,9475
176,3921
829,2181
497,5808
543,5052
105,3751
986,8152
398,4462
360,7679
385,7994
125,9626
829,4631
458,2129
316,1499
597,6353
735,7785
947,2911
710,6258
163,8616
857,2900
652,8354
107,2005
577,4777
563,3129
932,1449
869,5660
943,3024
499,8193
99,6165
354,2806
82,6666
113,6406
144,1630
964,4757
339,1894
289,8738
24,9229
157,2388
505,1032
968,3324
644,8738
542,2977
441,5946
677,1291
344,5857
715,1831
550,4382
370,3024
527,1929
849,6919
878,3785
548,6827
441,9590
646,9797
650,1919
509,2077
762,6610
81,9013
706,4066
521,1950
807,4627
378,1684
769,2443
1,6455
405,6901
763,4562
177,3155
701,2093
40,6967
877,2125
614,2540
155,4128
718,3611
786,3161
884,9177
62,4570
514,7227
930,3246
575,8578
872,9365
604,7571
752,1030
78,7582
737,1632
269,2308
433,1865
613,5421
753,9441
115,3636
382,5985
731,5248
367,4811
765,2918
309,7306
350,2449
654,5359
468,6002
609,4371
181,9037
638,3122
989,7410
382,9422
348,2900
701,4186
1000,8457
936,7711
717,5606
207,3351
207,3732
535,7498
933,4592
774,7972
62,9007
598,3762
896,6281
919,1102
270,5501
407,7436
362,5501
41,9889
822,7156
738,3228
745,7906
208,3823
911,3989
824,2586
664,3317
476,9793
722,2960
468,2900
223,1779
787,6878
727,1046
135,1431
254,6853
883,1104
94,4959
82,2015
738,1667
911,7106
127,1134
472,8359
235,9964
971,7570
466,8132
918,1437
764,3554
819,4703
106,6137
6,1802
658,8526
464,4422
103,1779
500,7632
653,4048
750,1326
59,9033
656,2285
168,4525
584,9170
686,1822
48,3116
472,6318
724,2222
733,2985
199,8297
876,4943
776,2139
869,4078
612,5787
579,7211
304,3674
758,4714
876,4215
65,2833
282,3105
145,9570
404,1883
382,9266
609,9093
233,7000
589,5031
322,8941
270,2426
817,1774
315,8664
611,6484
790,2316
775,8079
43,7972
669,3247
487,6952
713,5388
560,8679
286,4972
224,1268
347,8412
948,4410
341,1399
802,8513
959,4549
917,9204
890,5327
485,3351
958,5592
91,3030
294,2382
342,2338
183,2316
225,6654
868,6971
765,3002
963,6655
954,1398
194,5156
260,7071
498,1614
418,2014
741,9009
979,2201
235,2021
129,5876
71,3082
650,2459
414,8676
468,7000
284,2610
38,9662
260,9004
680,3705
709,3602
980,5421
290,4355
764,7719
971,9216
590,2181
970,2249
178,4146
39,6406
883,1791
842,4674
405,6933
532,5630
61,6519
364,4912
500,8519
955,2222
894,2780
805,5771
714,3844
186,2825
683,8194
207,4713
968,5520
506,7027
716,3058
128,5722
740,9043
887,9350
429,5913
486,7748
901,6569
629,9119
48,8348
528,2014
144,2388
987,4980
449,3270
408,1817
245,6266
556,8138
669,8526
747,7338
657,7063
394,4862
974,8522
835,9568
530,1647
333,8578
797,8972
999,5325
314,3158
806,6692
226,3483
174,4911
26,4548
353,1779
13,2291
746,1449
861,9582
429,6002
196,2321
975,2987
992,2338
231,3622
712,5698
210,6268
784,7979
452,8308
600,2865
811,2777
57,5373
753,7321
463,9615
589,7016
355,6655
478,7210
638,7915
678,6140
938,2654
502,6158
98,5932
345,9270
316,6862
346,5886
858,1954
289,8418
833,3788
477,7338
690,9013
91,9775
776,9090
978,4208
988,9789
903,7794
48,7028
889,8140
371,9291
371,1673
507,3638
525,5608
59,1929
496,4552
113,6134
75,9013
978,7846
714,7222
80,6765
745,3277
900,6444
418,6484
27,1550
351,6886
669,7489
158,1954
103,1975
658,9199
970,3511
574,6567
630,3921
570,6002
38,6101
265,7640
985,2955
248,7106
576,3170
754,4654
681,6497
496,7635
678,1670
552,8308
722,7461
136,3011
555,1030
794,4321
117,3532
737,5706
972,4828
582,8176
352,2869
406,2654
461,4811
315,6704
627,9686
132,2413
481,8932
861,6251
168,3960
449,5890
616,4562
135,1303
832,6484
553,8549
178,6757
801,6647
563,4603
906,1746
586,6929
915,9692
458,2920
379,2917
159,2555
876,2003
67,3030
123,4803
172,3580
142,9041
78,7979
257,6346
84,1479
226,2793
473,7032
285,5560
20,8132
168,8622
933,1318
741,2665
835,1547
604,5808
235,7918
432,1139
645,6246
560,8315
881,6289
149,6224
356,1858
977,6029
947,6246
829,3751
47,6281
298,6919
813,4772
471,3945
169,2515
383,5553
881,8939
250,9553
163,9889
914,4633
825,6647
291,3413
877,2584
830,7786
902,5062
539,6053
659,1521
704,2376
894,2557
827,9735
921,2432
823,2253
32,7461
814,5913
700,4717
465,4298
264,9478
725,4606
1,6061
497,6588
994,4313
154,1204
627,8444
909,4059
996,8193
974,5698
670,8308
572,2382
741,9020
255,7192
197,6441
890,5179
69,8932
955,1630
782,7647
882,7211
874,8308
327,1614
249,4777
801,6251
56,3818
815,6156
223,9007
647,1159
314,5558
580,3922
966,8628
126,9797
418,2574
193,5595
526,6570
719,2439
704,5805
931,4862
43,6030
63,4631
435,9176
150,4621
541,6354
229,6486
577,1668
642,6406
235,9896
439,3629
249,7211
790,1303
874,5532
180,6106
611,1894
258,8786
394,5248
164,3064
991,8643
410,6368
801,5421
705,6312
192,4040
94,4336
78,6022
362,8664
14,8971
943,7079
253,7891
101,3203
738,7063
773,2962
959,2920
505,5541
929,9160
992,1864
610,3375
239,2953
449,8904
208,3257
766,4717
509,8289
342,9291
746,7446
740,1640
227,9876
980,6002
340,6819
761,1449
29,2136
336,7225
522,3511
84,1547
617,9327
821,8640
827,7369
927,8330
747,5340
689,2165
929,2014
615,4987
777,4011
31,4498
279,9840
814,6231
415,2554
890,3258
408,8480
52,2379
501,9928
474,8679
797,5008
437,4418
156,8963
228,5202
296,8809
893,1551
961,9986
949,1740
557,9229
449,3011
976,9724
268,1420
530,9069
657,4404
447,4857
14,8917
216,5940
150,9895
606,1865
922,2717
218,9607
205,8150
20,4734
151,4003
613,4167
340,7580
732,6484
14,2316
498,3762
628,4455
613,8575
44,9237
364,5414
990,4726
652,8420
421,3327
471,7321
437,7994
947,3828
410,7116
377,6165
699,2654
982,9387
841,6441
529,2269
420,9343
395,6664
839,9681
176,9779
813,5212
209,4668
308,4112
498,9755
244,2881
35,8818
706,6567
920,3586
804,5684
208,1437
342,3482
164,2156
305,8162
997,5190
827,8461
373,2502
560,1141
822,1864
429,7793
547,5097
277,6327
654,5340
512,1030
448,9311
500,3167
432,9292
649,4011
169,7028
868,3972
814,7101
916,4857
753,3960
634,4628
586,6341
610,6524
177,7679
680,8504
441,4113
781,5248
38,2018
805,6061
706,9007
677,8578
527,4955
515,2962
654,3946
786,9402
728,2841
211,7461
348,4582
772,8578
834,1645
881,9568
786,5147
151,8276
857,8717
127,8150
166,8058
175,6316
437,8135
723,1040
712,5314
719,9751
890,6251
25,1894
518,6467
361,2365
340,2459
623,4831
201,4953
1,4271
498,2750
407,5541
542,8940
624,1772
106,8915
745,9599
971,5327
981,1786
187,9007
53,4738
51,2273
128,3636
623,2813
935,6573
293,5253
700,7436
707,4167
340,6231
107,7592
409,3838
229,9033
519,5203
144,9925
708,1672
713,9679
894,6976
497,1030
622,8575
159,1261
313,2540
24,7749
714,8640
17,6839
669,1081
11,4798
956,6007
86,3272
775,1413
418,2969
874,1359
6,8268
591,9173
584,6988
155,1318
120,3122
637,2047
865,7227
99,5970
115,1831
671,4027
615,7436
875,1922
37,7793
553,5211
293,2360
555,5005
995,5211
431,4420
942,5421
499,4877
181,4980
603,4410
554,5326
435,1649
10,3102
371,6609
319,4734
652,1102
747,3024
594,6204
388,5843
277,3167
484,7052
860,3988
84,1570
886,2492
309,5027
692,1030
333,6204
141,3179
863,3850
619,7932
623,2502
128,8444
826,3102
309,3327
238,2282
927,3007
648,3155
921,7920
933,9387
640,7632
209,9216
391,7211
848,3327
418,1939
806,3635
814,2685
895,3155
22,2459
156,4066
920,1030
417,4644
493,6802
664,4314
875,3455
759,7748
58,5756
143,5423
963,1988
322,2990
971,9254
429,9956
216,9149
95,6882
123,1531
672,4577
772,3674
473,6560
303,8276
555,3636
562,3921
442,4668
683,8961
5,7347
892,4721
133,8640
452,9037
681,4634
596,6567
377,3848
117,5608
441,1883
131,6186
975,5159
913,1954
223,4213
678,1577
948,3271
945,2201
295,6158
966,1858
762,4738
187,3046
161,1706
799,1817
128,6444
38,2869
87,7630
902,8496
437,6547
213,2879
920,9497
100,7369
265,6022
407,5570
115,5595
396,8984
293,6172
526,3006
571,5834
561,2813
615,6231
106,2366
855,1500
786,1817
269,4158
167,7632
651,7032
423,6370
464,7667
562,4755
420,6942
714,2459
194,9570
672,1570
661,5665
855,2015
125,6106
889,3674
955,5597
368,7719
135,4549
90,3928
637,5970
305,2665
385,6879
922,5325
519,5588
914,4741
814,3789
561,7893
509,1081
71,2014
383,7347
398,8544
623,4634
790,7632
264,1185
881,7977
832,6836
44,6251
834,6054
125,5787
473,4418
131,7265
153,3170
20,9391
532,3685
665,1968
332,1442
200,8461
47,4877
385,2801
348,2462
999,6124
270,3788
648,8716
7,7013
778,7284
956,8496
245,2459
84,5494
262,5683
781,7934
189,4541
351,1865
219,6937
890,7049
826,8581
225,3002
686,6368
521,8194
725,8150
752,2880
506,8548
326,8747
307,8149
22,9724
2,3407
987,3921
615,2990
4,9679
481,6813
993,4562
78,8532
877,9266
822,3993
586,7324
719,4146
486,9475
705,3247
218,6180
906,2586
646,7016
887,8194
792,1785
999,7372
443,5000
761,2917
476,4455
426,9827
804,9203
214,5735
953,9876
838,1204
435,7667
733,7101
2,2990
731,1358
997,8764
675,6547
444,4406
13,1919
50,1640
170,3230
624,3632
875,2269
29,6860
888,9497
476,2357
961,4963
990,1706
501,6665
875,5730
162,3257
392,1191
3,5722
244,3918
843,5735
271,2041
779,8315
96,7551
892,6673
272,9039
999,6576
13,8973
411,9672
609,9515
6,3264
721,9292
183,9170
988,3179
686,6610
741,5212
381,5092
983,1922
99,5527
630,2900
193,3217
388,2249
725,9216
17,1500
716,5964
643,8496
687,1167
172,6464
556,8666
74,5970
547,9987
713,6036
457,3871
25,2181
164,9550
249,4562
410,8420
670,2538
988,6075
999,6514
201,7182
187,7077
864,8591
517,7321
945,8622
334,6647
777,5559
763,2424
656,1081
115,7288
885,4755
231,2459
212,6560
326,6447
411,7785
643,3258
885,6952
963,8444
201,7271
447,1369
26,6266
888,1988
799,2658
512,1439
703,1706
40,9350
423,5630
577,2426
919,8622
512,6976
936,1791
904,2780
673,7324
914,4296
614,9738
746,3949
959,9342
330,5106
48,3080
518,7150
133,5589
481,2717
900,5696
166,2920
457,4003
262,3407
175,6872
457,1181
633,1740
991,3179
494,3674
877,1326
611,6246
176,1420
717,1330
225,3848
843,6569
557,7891
538,1699
654,4757
906,1408
983,8896
631,6061
927,9007
22,1617
271,1279
820,5527
774,6404
88,8259
57,5147
666,9877
666,6223
895,9108
315,1978
234,8155
863,3819
260,3785
826,2852
946,8700
654,6840
541,7079
620,3780
15,6638
791,2041
725,6636
430,8681
392,5685
316,1684
335,1774
519,3539
280,6937
167,2533
223,3122
528,6692
7,2376
661,8984
436,6007
840,5202
62,6255
66,4038
133,2540
739,7339
405,5414
190,6860
469,9621
843,7317
970,6937
634,8950
576,7071
747,5841
737,9254
133,5380
236,1104
910,2578
389,8940
987,8716
245,5828
495,8640
235,2780
938,5875
17,6108
354,2969
595,2914
417,7273
957,7649
63,4628
362,8048
948,9463
393,4270
403,8879
562,1107
368,7129
60,3116
792,5248
873,7988
883,5913
929,2654
137,1835
181,3483
473,2282
520,5173
222,7988
162,9293
9,9798
82,3317
203,8058
804,3866
585,3762
542,1640
30,6304
937,7749
528,9009
924,7339
400,8079
563,1204
760,6917
515,3916
276,4811
570,8201
558,1891
984,3844
23,5897
501,2492
475,2990
634,6565
930,6030
619,4646
636,8496
109,5092
595,7816
384,1479
590,3330
538,3501
997,3712
948,4968
391,2865
474,3940
144,1831
181,4092
37,6397
992,8339
681,8457
952,3916
174,2753
53,3539
170,9755
72,7027
784,3732
945,6030
111,9013
98,2647
27,2131
997,4638
319,3228
802,7250
787,9327
883,8725
988,8011
643,1449
468,1107
211,6704
625,2443
462,9797
933,1030
75,9779
334,2886
640,6675
610,2610
926,6929
432,8150
159,9061
795,2354
535,4911
28,6664
593,3048
583,6836
90,6002
258,7247
177,9479
732,9991
361,1817
461,6215
2,9347
773,8628
636,8348
750,1293
41,1613
642,9327
841,4351
135,4631
233,3272
408,9311
817,5970
562,1086
172,4730
999,2312
100,2394
884,3539
725,7288
965,3131
739,9776
324,6227
998,4953
216,6223
53,5009
893,2586
976,4341
262,2879
470,7551
411,4298
689,3377
616,9711
668,9686
579,4314
696,6109
351,6588
290,3100
110,3511
500,6925
581,2357
849,5890
255,2533
96,9343
95,4404
390,9339
420,9080
837,1516
198,6919
943,5589
548,1155
435,9130
730,9797
920,3918
936,7031
131,5932
731,8417
783,3902
392,4957
161,3343
54,4811
657,1420
612,2005
21,3246
20,6878
676,9732
104,7266
74,7915
750,1181
714,9797
735,6030
157,7351
779,3838
846,7900
343,3789
407,9060
326,2540
248,2920
296,4208
399,9322
311,6354
270,9119
265,4548
885,8423
789,2886
752,8269
762,3693
950,3277
371,3946
747,3380
951,6576
908,9204
388,8267
643,4726
406,4899
694,3365
693,5532
962,6017
193,8513
813,4916
284,9402
673,1632
384,9775
454,2131
